IdPE	Gem	Maf	Tul	Mas	Orc	Euj	Col	Dep	Meh	Saa	Lon	Cir	Myo	Cof	Euh	Elm
408	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
409	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
410	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	0
411	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
412	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
413	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
414	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1
415	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
416	1	1	0	1	1	0	0	1	1	1	1	0	0	1	1	1
417	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	1
418	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1
419	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1
420	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
421	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
422	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
423	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0
424	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
425	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
426	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
427	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1
428	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
429	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	1
430	0	1	1	1	0	1	1	0	0	1	0	1	0	1	0	0
431	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0
432	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
433	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	1
434	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1
435	0	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0
436	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
437	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
438	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1
439	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	1
440	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
441	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
442	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
443	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1
444	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
445	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0
446	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0
447	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1
448	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
449	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1
450	1	0	0	0	1	0	1	1	1	1	1	0	0	1	0	1
451	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	1
452	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
453	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1
454	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1
455	0	1	0	1	1	0	1	1	1	1	0	0	1	1	0	0
456	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
457	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0
458	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	1
459	1	1	0	1	0	0	0	0	1	1	1	0	0	1	1	1
460	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
461	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
462	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
463	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
464	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1
465	0	0	1	0	1	0	0	1	1	1	1	0	0	1	0	1
466	1	1	1	0	1	0	0	1	1	1	1	0	0	1	0	1
467	1	0	0	0	1	0	1	1	1	1	1	0	0	1	0	1
468	0	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1
469	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	1
470	0	0	1	1	1	0	0	1	1	1	1	0	0	1	1	1
471	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	1
472	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1
473	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
474	0	1	1	1	1	0	1	1	1	1	0	0	0	1	0	1
475	0	0	0	1	1	0	0	0	1	1	1	0	0	1	0	1
476	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1
477	0	0	0	1	1	0	0	0	1	1	1	0	0	1	1	1
478	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1
479	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	1
480	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0
481	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
482	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1
483	1	1	0	0	1	0	0	1	1	1	1	0	0	1	0	1
484	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1
485	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	1
486	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
487	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1
488	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1
489	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	1
490	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1
491	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1
492	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1
493	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1
494	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1
495	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	1
496	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	1
497	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
498	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1
499	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
500	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1
501	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
502	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
503	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1
504	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	1
505	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1
506	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1
507	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
508	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1
509	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1
510	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
512	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	1
513	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1
514	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1
515	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1
516	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	1
517	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1
518	0	0	0	1	1	0	0	0	1	1	1	0	0	1	0	1
519	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	1
520	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1
521	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1
522	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1
523	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1
524	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1
525	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1
526	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1
527	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
528	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1
529	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
530	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	1
531	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0
532	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
533	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	1
534	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
535	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1
536	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	1
537	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1
538	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1
539	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
540	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1
541	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1
542	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1
543	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1
544	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1
545	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1
546	1	1	0	1	1	0	0	0	1	1	0	0	0	1	0	1
547	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1
548	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
549	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
550	0	0	1	0	0	0	0	1	1	1	1	1	0	1	0	1
551	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
552	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	1
553	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1
554	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0
555	0	1	1	1	0	0	1	1	1	1	0	0	0	1	0	1
556	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1
557	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1
558	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1
559	0	0	0	1	1	0	0	1	1	1	1	0	0	1	1	1
560	0	1	0	1	1	0	0	0	1	0	0	1	0	1	0	0
561	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	1
562	0	1	1	0	1	0	0	1	1	1	1	0	1	1	0	0
563	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	1
564	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1
565	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	1
566	0	1	0	1	1	0	1	1	1	0	0	1	1	0	0	0
567	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	1
568	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1
569	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1
570	1	0	0	1	1	0	1	1	1	1	1	0	0	0	0	1
571	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	0
572	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0
573	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1
574	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	1
575	1	0	0	1	1	0	1	1	1	1	0	0	0	1	0	1
576	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
577	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
578	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0
579	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
580	0	1	0	1	1	0	0	0	1	0	0	1	0	1	0	0
581	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0
582	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0
583	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
584	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1
585	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	1
586	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	1
587	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1
588	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1
589	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1
590	0	0	0	1	0	0	0	1	0	1	1	0	0	1	1	1
591	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1
592	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1
593	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	1
594	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
595	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
596	0	0	1	0	1	1	0	1	1	1	1	1	0	1	0	0
597	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1
598	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1
599	1	0	0	1	1	0	0	1	0	1	1	0	0	1	0	1
600	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	1
601	1	0	0	1	1	0	0	1	1	1	1	0	0	1	1	1
602	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	1
603	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1
604	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1
605	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1
606	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1
607	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1
608	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1
609	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	1
610	0	0	0	1	1	0	0	0	1	1	1	0	0	1	0	1
611	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	1
612	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1
613	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1
614	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1
615	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	1
616	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1
617	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1
618	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1
619	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1
620	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1
621	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1
622	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1
623	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1
624	1	0	0	1	1	0	0	1	0	1	1	0	0	0	0	1
625	1	0	0	1	1	0	0	1	1	1	1	0	0	1	1	1
626	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1
627	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1
628	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1
629	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1
630	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1
631	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	1
632	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	1
633	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1
634	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0
635	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	1
636	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1
637	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1
638	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	1
639	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1
640	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1
641	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1
642	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	1
643	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1
644	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1
645	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1
646	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
647	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
648	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1
649	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1
650	0	1	0	1	0	1	0	1	0	0	1	1	1	1	0	0
651	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
652	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1
653	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1
654	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0
655	0	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0
656	0	1	1	1	1	0	1	1	0	1	0	0	1	1	0	1
657	0	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0
658	0	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1
659	0	1	1	1	0	0	1	1	1	0	0	1	1	0	0	1
660	0	1	1	1	0	1	0	1	1	1	1	0	1	1	0	1
661	0	1	1	1	0	0	0	1	1	0	1	0	0	1	0	1
662	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1
663	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1
664	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
665	0	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0
666	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1
667	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	1
668	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0
669	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1
670	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
671	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
672	0	0	1	1	0	0	0	0	1	1	1	0	0	1	0	1
673	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
674	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1
675	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0
676	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
677	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
678	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	1
679	1	0	0	1	0	0	0	1	1	0	1	1	0	1	0	0
680	0	0	1	0	1	0	0	1	1	0	1	1	0	0	0	0
681	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0
682	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1
683	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1
684	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	1
685	1	0	1	1	1	0	0	1	1	0	0	1	0	1	0	0
686	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0
687	1	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0
688	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1
689	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0
690	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0
691	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
692	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0
693	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
694	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0
695	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1
696	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0
697	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0
698	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1
699	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
700	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0
701	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1
702	1	0	0	1	1	0	0	1	1	1	1	1	0	1	0	1
703	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1
704	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
705	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1
706	0	1	1	1	0	1	0	1	1	0	0	1	1	1	0	0
707	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0
708	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0
709	0	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0
710	0	1	1	0	0	0	0	1	1	1	0	0	0	1	0	0
711	0	1	1	1	0	0	0	1	1	0	1	0	0	1	0	1
712	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0
713	0	1	1	1	0	0	1	1	1	1	0	1	1	1	0	0
714	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	0
715	0	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0
716	0	1	1	1	0	0	0	0	1	1	1	0	1	1	0	0
717	1	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0
718	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0
719	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0
720	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0
721	1	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0
722	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1
723	1	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0
724	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0
725	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0
726	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0
727	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0
728	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0
729	0	1	1	0	0	0	0	0	1	1	0	1	1	1	0	0
730	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0
731	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0
732	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0
733	0	0	1	1	1	0	1	0	1	1	1	0	0	1	1	1
734	1	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0
735	1	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0
736	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0
737	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0
738	0	1	1	0	0	0	0	0	1	1	0	1	0	1	0	0
739	0	1	1	0	0	0	0	0	1	1	0	1	1	1	0	0
740	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0
741	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1
742	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1
743	0	1	0	1	0	0	1	1	1	1	0	0	0	1	0	0
744	0	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1
745	0	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1
746	0	0	0	1	1	1	1	0	0	1	1	0	0	1	0	1
747	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1
748	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
749	0	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0
750	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0	0
751	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0
752	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
753	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1
754	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0
755	0	1	1	0	0	1	0	1	1	1	0	0	1	1	0	0
756	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0
757	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	1
758	0	1	1	1	0	1	0	0	1	0	0	1	0	1	0	0
759	0	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0
760	0	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0
761	0	1	1	1	1	1	0	1	0	0	1	0	0	1	0	1
762	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0
763	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	1
764	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0
765	1	1	0	1	0	0	0	1	1	0	1	1	0	1	0	0
766	0	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1
767	0	1	0	1	1	0	1	1	1	1	1	0	0	1	0	1
768	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0
769	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1
770	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	1
771	0	0	0	1	0	1	0	1	1	0	0	1	0	1	0	0
772	0	0	0	1	1	0	0	0	1	1	1	0	0	1	1	1
773	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	0
774	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0
775	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
776	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
777	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0
778	0	0	0	1	0	0	0	1	0	1	1	1	1	1	0	0
779	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1
780	0	0	0	1	1	0	1	1	1	1	1	1	0	1	0	1
781	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1
782	1	0	1	1	0	0	0	1	1	0	1	1	0	1	0	0
783	1	1	1	1	0	0	0	1	0	1	1	1	0	0	0	0
784	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1
785	1	1	1	1	1	0	0	1	1	1	1	0	0	1	0	0
786	1	0	1	1	0	0	0	0	1	0	1	1	0	1	0	1
787	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
788	1	0	1	1	0	1	0	0	1	1	1	0	0	1	1	0
789	0	0	0	1	0	1	0	0	0	1	1	1	0	1	0	1
790	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0	1
791	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0
792	1	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0
793	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0
794	0	0	0	0	1	1	0	0	1	1	1	0	0	1	1	1
795	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0
796	0	0	1	0	1	1	0	0	1	1	1	0	0	1	0	1
797	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0
798	1	1	1	1	0	1	0	0	1	1	1	1	0	1	0	0
799	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
800	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
801	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
802	0	1	1	1	0	0	0	0	1	1	0	1	0	1	0	0
803	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1
804	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1
805	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0
806	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
807	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1
808	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1
809	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0
810	0	1	0	1	0	0	0	0	0	1	1	1	0	1	0	0
811	0	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1
812	0	1	0	1	1	1	0	0	0	1	1	1	0	1	0	1
813	1	0	1	1	0	0	0	0	0	1	1	1	0	1	1	1
814	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1
815	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	1
816	0	1	0	1	1	1	0	0	1	0	0	0	0	1	0	1
