IdPE	loc	UE	long	lat	agri	arbu	prai	hydro	foret	heter	ecot	fcoeur	lisi	pente	alt	prec	temp	bati
69	Grande-Terre	Plateaux_Atl	668900	1815900	0.8343	0	0	3.1777	0.1605	0.7023	16.6389	0	101.9043	1.54	40.659	1344.75	25.6111	0.0028
70	Grande-Terre	Plateaux_N	662700	1815700	0.4835	0	0.1721	33.7834	0.0766	1.5162	69.1142	0	68.7037	1.8765	16.408	1383.3348	25.7086	0.0226
71	Grande-Terre	Plateaux_N	660500	1815500	0.6897	0.0398	0	18.869	0.197	1.1492	45.7315	0	112.2438	2.6979	16.6863	1408.7593	25.7	0.008
72	Grande-Terre	Plateaux_N	667100	1815500	0.8655	0	0.0248	0.8601	0.1001	0.6837	39.1759	0	77.8025	1.3469	32.7188	1350.0046	25.6111	0.0025
73	Grande-Terre	Plateaux_Atl	668300	1815500	0.7975	0	0	2.8292	0.1249	0.8506	30.7068	0	86.8889	1.4387	39.195	1347.9791	25.6259	0.0108
74	Grande-Terre	Plateaux_N	659100	1815100	0.682	0	0.1699	1.6484	0.0799	0.9417	30.5278	0	92.7716	2.057	13.1142	1433.4677	25.7	0.0128
75	Grande-Terre	Plateaux_N	667300	1815100	0.8202	0	0.0176	0.6957	0.0993	0.8651	43.0957	0	87.8457	1.1484	35.4298	1352.8781	25.6111	0.0093
76	Grande-Terre	Plateaux_Atl	668900	1814900	0.6418	0	0	2.614	0.1641	0.982	35.6111	0	112.6821	1.4091	44.9117	1350.6143	25.6173	0.0335
77	Grande-Terre	Plateaux_Atl	669900	1814900	0.5383	0	0	2.9522	0.2424	0.8583	27.1915	0	126.6657	3.8812	40.2109	1318.2256	25.6967	0.0165
78	Grande-Terre	Plateaux_N	658500	1814700	0.315	0	0.3846	5.0221	0.1682	1.1813	28.108	0	112.4846	1.89	9.0255	1438.1573	25.7025	0.0173
79	Grande-Terre	Plateaux_N	662700	1814700	0.824	0	0.0447	11.4093	0.0536	0.9403	48.3241	0	58.3241	1.7573	22.4907	1398.9352	25.6679	0.0067
80	Grande-Terre	Mangroves_marais	657100	1814300	0	0	0.3556	8.3783	0.4802	0.9359	21.1657	0	112.955	0.8298	3.118	1446.1483	25.7416	0.0116
81	Grande-Terre	Plateaux_N	658700	1814300	0.297	0	0.3065	1.202	0.2553	1.1995	24.892	7.00E-04	119.8395	1.8382	8.4288	1436.4885	25.7071	0.0052
82	Grande-Terre	Plateaux_N	660700	1814300	0.7351	0.0199	0.0027	7.3759	0.2205	1.1092	34.8858	0	88.3148	2.7999	10.8181	1404.0579	25.6963	0.0045
83	Grande-Terre	Plateaux_N	657100	1814100	0	0	0.289	6.1228	0.5858	0.7696	22.451	0	116.3662	0.6162	2.7168	1445.4479	25.752	0.0036
84	Grande-Terre	Plateaux_N	657100	1813900	0	0	0.1965	6.2639	0.7088	0.5528	20.8573	0	118.4671	0.5222	2.4061	1444.4998	25.7625	7.00E-04
85	Grande-Terre	Plateaux_N	659900	1813900	0.6217	0	0.1146	10.7222	0.1817	1.3578	31.858	0	102.3765	2.5995	8.4277	1414.946	25.7074	0.0032
86	Grande-Terre	Plateaux_N	661100	1813900	0.8484	0.003	0	4.3164	0.144	0.8223	30.6914	0	61.8025	2.5263	12.4035	1405.8387	25.6864	0.0039
87	Grande-Terre	Plateaux_N	661700	1813900	0.8553	0	0	0.4142	0.112	0.6507	32.5926	0	61.5494	2.1181	17.2894	1409.9175	25.663	0.005
88	Grande-Terre	Plateaux_N	664500	1813900	0.7344	0	0.0272	0.6245	0.032	0.8255	33.463	0	42.5062	1.3764	30.3916	1380.9005	25.6111	0.0239
89	Grande-Terre	Plateaux_N	657300	1813700	0	0	0.1343	4.2166	0.7797	0.4101	16.9626	0.0015	105.4549	0.4917	2.1443	1444.0902	25.7611	0
90	Grande-Terre	Plateaux_N	662300	1813700	0.8869	0	0	0.3967	0.072	0.6697	39.3796	0	71.2901	1.8598	22.9782	1417.4182	25.616	0.0076
91	Grande-Terre	Plateaux_N	663100	1813700	0.8208	0	0.0331	0.3967	0.0606	0.8336	47.429	0	66.8673	1.7129	29.613	1412.8364	25.5765	0.0106
92	Grande-Terre	Plateaux_N	665700	1813700	0.7565	0	0.0787	1.6891	0.0735	1.2045	43.4877	0	55.6667	1.6511	31.238	1364.3789	25.6	0.0124
93	Grande-Terre	Plateaux_N	668100	1813700	0.7198	0	0.0329	1.5878	0.0997	0.8929	29.1574	0	83.8673	1.5824	43.4138	1380.5648	25.542	0.0214
94	Grande-Terre	Plateaux_Atl	669500	1813700	0.6746	0	0	3.729	0.1999	1.1404	25.3599	0	101.2928	3.5343	43.8819	1321.4657	25.755	0.0115
95	Grande-Terre	Plateaux_N	657300	1813500	0	0	0.0502	2.6507	0.8618	0.2184	12.0885	0.0017	98.1788	0.4786	1.8643	1443.4722	25.7703	0
96	Grande-Terre	Plateaux_N	666700	1813500	0.7799	0	0.0737	2.0168	0.1158	0.9113	42.4105	0	67.1235	1.8983	33.6337	1365.3904	25.5716	0.0043
97	Grande-Terre	Plateaux_N	657300	1813300	0	0	0.0135	1.8272	0.9112	0.0538	6.4054	0.0021	90.1003	0.4081	1.696	1443.1742	25.7772	0
98	Grande-Terre	Plateaux_N	660500	1813300	0.6243	0	0.0385	9.721	0.2481	1.3423	30.6451	0	97.8765	2.6326	8.0918	1409.296	25.6961	0.0033
99	Grande-Terre	Plateaux_N	664700	1813300	0.5487	0	0.0822	0.6245	0.0583	1.1478	47.0154	0	74.6914	1.5659	33.6642	1389.1929	25.5802	0.0389
100	Grande-Terre	Plateaux_N	657500	1813100	0	0	0.0104	0	0.9108	0.0518	2.5419	0.002	79.7732	0.3797	1.5564	1442.4159	25.7725	0
101	Grande-Terre	Mangroves_marais	657700	1813100	0	0	0	0	0.8659	0	0	0.0017	94.66	0.3815	1.5399	1441.3838	25.7687	1.00E-04
102	Grande-Terre	Mangroves_marais	657900	1813100	0	0	4.00E-04	0	0.7891	0	1.2638	0.0014	96.7345	0.3537	1.5431	1439.6786	25.7654	1.00E-04
103	Grande-Terre	Plateaux_N	658100	1812900	0	0	0	7.2931	0.7074	0	1.5662	0.0015	97.2714	0.3364	1.5035	1436.2524	25.7696	2.00E-04
104	Grande-Terre	Mangroves_marais	658300	1812900	0	0	0	15.1271	0.6241	0	2.5774	0.0013	102.7893	0.3465	1.5839	1433.4121	25.7704	1.00E-04
105	Grande-Terre	Plateaux_N	663100	1812900	0.6967	0	0.0421	0.7017	0.1847	1.2358	55.9537	1.00E-04	65.9907	2.0646	27.4064	1423.8573	25.5272	0.0089
106	Grande-Terre	Plateaux_N	658500	1812700	0	0	0	26.0874	0.5359	0	4.513	1.00E-04	108.7854	0.352	1.4647	1428.631	25.778	1.00E-04
107	Grande-Terre	Plateaux_N	658700	1812700	0	0	0.0088	27.1453	0.5105	0.0672	8.7108	1.00E-04	111.234	0.4779	1.5673	1426.1329	25.7759	1.00E-04
108	Grande-Terre	Plateaux_N	666100	1812700	0.6893	0	0.1747	2.3546	0.1003	1.1387	50.6265	0	63.5741	2.215	37.1769	1379.2839	25.5469	0.0055
109	Grande-Terre	Plateaux_N	667100	1812700	0.8711	0	0.0323	0.6177	0.0924	0.4478	29.8457	0	56.3889	2.0525	38.3636	1383.0586	25.5185	4.00E-04
110	Grande-Terre	Plateaux_N	658900	1812500	0	0	0.0012	33.3471	0.4608	0.0432	7.843	0	112.5663	0.461	1.4323	1420.7949	25.7784	2.00E-04
111	Grande-Terre	Plateaux_N	659100	1812300	0	0	0	35.2388	0.4181	0	7.1049	0	125.1577	0.4299	1.3035	1416.5554	25.7703	3.00E-04
112	Grande-Terre	Plateaux_N	661500	1812300	0.6346	0	0.013	4.5563	0.1647	1.3417	27.607	0	94.0009	2.6776	13.4959	1423.3259	25.625	0.0371
113	Grande-Terre	Plateaux_N	663300	1812300	0.5382	0	0.0334	0.7017	0.3809	1.2944	51.8951	1.00E-04	74.7407	3.1177	23.5394	1427.3225	25.5074	0.0046
114	Grande-Terre	Plateaux_N	659300	1812100	0.0011	0	0	34.329	0.4278	0	10.0109	0	138.1452	0.4748	1.2572	1415.1603	25.7519	4.00E-04
115	Grande-Terre	Plateaux_N	663300	1812100	0.5075	0	0.0401	0.5344	0.4087	1.3631	50.8796	1.00E-04	79.4907	3.3249	21.9034	1428.0439	25.5123	0.0062
116	Grande-Terre	Plateaux_N	669700	1812100	0.5406	0	0.0628	3.0453	0.3159	1.1092	39.0612	0	131.3772	3.7246	43.3721	1336.8301	25.7425	0.0101
117	Grande-Terre	Plateaux_N	667500	1811900	0.9121	0	0	1.3553	0.0879	0.5777	35.7377	0	75.716	1.9789	43.771	1404.3256	25.5	0.0062
118	Grande-Terre	Plateaux_N	668500	1811900	0.858	0	0.018	2.139	0.124	0.7508	45.5895	0	102.1574	1.8818	45.4182	1401.368	25.5235	0.0096
119	Grande-Terre	Plateaux_N	662700	1811700	0.4339	0	0.1814	4.6262	0.3061	1.5428	47.4321	1.00E-04	89.0185	3.2805	15.1026	1430.0641	25.5407	0.0168
120	Grande-Terre	Plateaux_N	669900	1811700	0.4598	0	0.1572	4.6324	0.2569	1.3737	45.2607	0	110.7048	4.7125	47.0284	1340.5663	25.7442	0.0105
121	Grande-Terre	Plateaux_N	662300	1811500	0.3136	0	0.194	13.1973	0.2757	1.6454	47.3611	0	114.4568	3.2858	12.5874	1430.2454	25.5593	0.051
122	Grande-Terre	Plateaux_N	665500	1811500	0.6106	0	0.1528	0.6656	0.1277	1.2499	52.7778	0	114.4506	2.9828	35.8428	1421.5532	25.5	0.0195
123	Grande-Terre	Plateaux_N	668900	1811500	0.8181	0	0.0517	2.2284	0.1042	0.9786	44.0093	0	91.1296	1.7829	47.2	1395.2245	25.5543	0.0092
124	Grande-Terre	Plateaux_N	663900	1811300	0.5263	0	0.1234	0	0.2896	1.5872	40.0247	1.00E-04	103.0988	3.7049	22.6696	1420.0988	25.5395	0.0135
125	Grande-Terre	Plateaux_N	666100	1811300	0.6669	0	0.1308	0.6656	0.1161	1.2286	48.3056	0	100.1605	2.6843	38.2722	1423.9198	25.5	0.017
126	Grande-Terre	Plateaux_N	662100	1810900	0.119	0	0.2401	18.6521	0.3535	1.6346	41.7562	0	133.4321	2.8891	8.2182	1429.9506	25.5827	0.046
127	Grande-Terre	Plateaux_N	663100	1810900	0.3678	0	0.2832	4.6113	0.2758	1.6142	54.284	0	127.5093	4.0897	13.7444	1424.9414	25.5716	0.0084
128	Grande-Terre	Plateaux_N	664100	1810900	0.5294	0	0.1967	0.5468	0.1876	1.4919	45.3395	0	136.8642	3.7472	23.6775	1420.0787	25.5457	0.0173
129	Grande-Terre	Plateaux_N	668100	1810900	0.9266	0	0.0071	2.7726	0.0663	0.7061	41.6914	0	64.2623	1.9228	49.8451	1414.5054	25.5	0.0057
130	Grande-Terre	Plateaux_N	662100	1810700	0.0934	0	0.2414	18.8971	0.3885	1.5039	41.6204	0	126.8395	2.4527	6.9435	1429.2994	25.5938	0.0345
131	Grande-Terre	Plateaux_N	669900	1810700	0.4831	0	0.13	4.7871	0.2355	1.3904	41.7849	0	101.3182	3.8775	51.7893	1377.9768	25.6519	0.0092
132	Grande-Terre	Plateaux_N	663100	1810500	0.2499	0	0.3031	8.1181	0.3167	1.6557	55.0586	0	137.0432	3.7624	11.8756	1425.7384	25.5864	0.0087
133	Grande-Terre	Plateaux_N	668700	1810500	0.8974	0	0.0074	2.8609	0.0691	0.7637	28.2315	0	63.2531	2.0377	51.8555	1418.2616	25.4914	0.0041
134	Grande-Terre	Plateaux_N	669500	1810500	0.6412	0	0.1158	4.2567	0.1359	1.2487	38.8179	0	88.1944	2.0092	52.988	1406.7507	25.5519	0.0086
135	Grande-Terre	Plateaux_N	664100	1810300	0.2936	0	0.2852	2.95	0.2389	1.559	50.929	0	154.0525	4.8353	20.9886	1427.895	25.5519	0.0139
136	Grande-Terre	Plateaux_N	663700	1809900	0.17	0	0.2702	11.9331	0.3717	1.5696	51.4352	0	139.3148	4.401	13.4196	1433.7755	25.5753	0.0064
137	Grande-Terre	Plateaux_N	665700	1809900	0.3507	0	0.3222	0.7062	0.1867	1.1402	42.784	0	144.287	3.9281	33.9807	1444.6643	25.5	0.0242
138	Grande-Terre	Plateaux_N	667100	1809900	0.6186	0	0.2584	4.544	0.0759	1.193	42.3951	0	81.6975	2.2101	43.9772	1440.3719	25.4704	0.0125
139	Grande-Terre	Plateaux_N	664500	1809700	0.2388	0	0.3328	3.7813	0.2267	1.2192	47.5123	0	159.3025	5.5762	19.0089	1442.2061	25.5333	0.0171
140	Grande-Terre	Plateaux_N	668100	1809700	0.6999	0	0.1968	3.7871	0.0868	0.9154	34.5586	0	93.9753	2.4705	50.4589	1438.9043	25.4605	0.0099
141	Grande-Terre	Plateaux_N	670100	1809700	0.5936	0	0.1176	2.1159	0.2011	1.1872	50.9969	0	114.8735	2.8218	55.5853	1397.6073	25.6049	0.0106
142	Grande-Terre	Plateaux_N	670300	1809700	0.5167	0	0.1373	1.3277	0.2436	1.1826	53.0861	0	133.3221	3.6014	56.8528	1383.7662	25.6494	0.0105
143	Grande-Terre	Plateaux_N	668900	1809500	0.7156	0	0.1933	1.8835	0.0588	1.0317	41.4383	0	62.9691	2.3706	51.8995	1445.2354	25.4568	0.0078
144	Grande-Terre	Plateaux_N	665100	1809300	0.4103	0	0.2211	4.1453	0.2333	0.9155	31.7778	0	176.4938	6.3218	21.3482	1452.3295	25.5148	0.0154
145	Grande-Terre	Plateaux_N	667700	1809300	0.4821	0	0.3582	5.254	0.1137	0.9742	32.2901	0	123.6204	2.8141	47.6821	1454.4152	25.4383	0.0143
146	Grande-Terre	Plateaux_N	665900	1809100	0.4873	0	0.2242	6.3538	0.2183	0.861	29.037	0	157.8765	5.6644	29.8139	1457.5741	25.4963	0.0107
147	Grande-Terre	Plateaux_N	669900	1808900	0.6516	0	0.1928	0.3254	0.0921	1.17	58.2747	0	97.463	2.7009	56.717	1438.1945	25.4938	0.0097
148	Grande-Terre	Plateaux_N	664700	1808700	0.3302	0	0.3723	13.6611	0.2207	1.2113	29.6481	0	125.1173	4.5348	9.4689	1453.4877	25.5667	0.0129
149	Grande-Terre	Plateaux_N	665900	1808700	0.5327	0	0.1394	10.5865	0.261	0.8056	26.6543	0	177.8272	6.2735	25.1615	1465.2277	25.4988	0.0098
150	Grande-Terre	Plateaux_N	666300	1808700	0.4619	0	0.2098	10.7902	0.2651	0.7835	29.3519	0	186.1852	5.9484	30.7957	1467.5062	25.4765	0.0081
151	Basse-Terre	Foret_semidecidue	636100	1808500	0.3018	0.0701	0.0036	14.249	0.2722	1.3741	68.2774	0	205.2994	4.6436	16.6497	1633.3203	26	0.0677
152	Grande-Terre	Plateaux_N	667100	1808500	0.3989	0	0.3087	7.7055	0.2377	0.8413	27.8179	0	182.6543	5.431	38.06	1477.0302	25.4309	0.0066
153	Grande-Terre	Plateaux_N	666700	1808300	0.4659	0	0.21	10.32	0.2609	0.8956	28.7654	0	190.4969	6.4303	31.0392	1478.7307	25.4556	0.0062
154	Grande-Terre	Plateaux_N	670300	1808300	0.5994	0	0.1424	2.3363	0.1811	1.0685	52.4969	0	153.2778	3.0687	59.6518	1439.74	25.4864	0.0154
155	Grande-Terre	Mangroves_marais	660300	1807900	0.0013	0	0	23.2935	0.75	0.715	19.0339	0.0823	55.782	0.5943	1.5444	1461.9132	25.762	0
156	Grande-Terre	Mangroves_marais	661100	1807900	0.0331	0	0.0522	15.7154	0.7948	1.0219	23.332	0.0564	62.7449	0.8962	2.1185	1457.3593	25.7385	3.00E-04
157	Grande-Terre	Abymes	663100	1807900	0.0151	0	0.4061	23.8703	0.5409	1.0668	30.3426	0.0232	63.6698	0.5098	2.0968	1452.3009	25.684	9.00E-04
158	Grande-Terre	Abymes	664500	1807900	0.1797	0	0.634	22.5301	0.1255	1.0736	26.8148	0	58.6574	1.3836	3.7091	1448.4221	25.6716	0.0214
159	Grande-Terre	Plateaux_N	668300	1807900	0.3595	0	0.4025	3.9827	0.1694	0.9881	43.2469	0	159.7315	4.9115	43.44	1482.4359	25.4457	0.0135
160	Grande-Terre	Plateaux_N	672100	1807900	0.3191	0	0.0457	1.5604	0.4749	1.3007	45.8616	0.0018	148.1081	5.8889	41.9961	1331.953	25.864	0.0173
161	Grande-Terre	Mangroves_marais	660700	1807700	0.0323	0	0.0019	19.6513	0.7998	0.8446	18.6922	0.0835	58.6361	0.9198	2.0749	1462.6349	25.7481	1.00E-04
162	Grande-Terre	Mangroves_marais	661300	1807700	0.065	0	0.0622	11.2695	0.7867	1.125	26.4651	0.0529	73.4103	1.3284	2.6843	1459.6582	25.7377	3.00E-04
163	Grande-Terre	Mangroves_marais	661500	1807700	0.0758	0	0.0809	9.6692	0.7838	1.1724	24.6142	0.0458	77.287	1.4545	2.9504	1459.25	25.7296	4.00E-04
164	Grande-Terre	Abymes	663300	1807700	0.0511	0	0.462	17.8138	0.4538	1.0356	33.0586	0.015	76.7099	0.6134	2.2674	1450.3434	25.7123	0.002
165	Grande-Terre	Abymes	664700	1807700	0.278	0	0.5528	31.0001	0.0839	1.2056	25.9352	0	52.0617	1.3347	3.6657	1451.3387	25.6778	0.028
166	Grande-Terre	Mangroves_marais	660900	1807500	0.0729	0	0.0018	12.2012	0.7806	0.9087	22.0833	0.0758	66.1142	1.2972	2.6427	1465.4128	25.7437	4.00E-04
167	Grande-Terre	Mangroves_marais	661100	1807500	0.0828	0	0.0165	7.5513	0.7898	1.0021	25.0432	0.0594	71.8025	1.5683	3.012	1464.2855	25.7427	4.00E-04
168	Grande-Terre	Mangroves_marais	661300	1807500	0.0893	0	0.0304	7.4702	0.7894	1.0653	26.6543	0.0527	80.4012	1.7626	3.3065	1463.3179	25.742	5.00E-04
169	Grande-Terre	Abymes	666700	1807500	0.7307	0	0.0426	11.7717	0.2019	0.8065	28.608	0	152.7623	5.173	19.4539	1488.9622	25.4938	0.0051
170	Grande-Terre	Plateaux_N	667900	1807500	0.4359	0	0.347	4.5128	0.2148	0.7658	36.4352	0	179.2901	5.8369	34.3787	1490.9784	25.4469	0.0064
171	Grande-Terre	Plateaux_N	668900	1807500	0.5959	0	0.2485	4.9658	0.1352	0.8577	41.6481	0	121.8519	4.7452	42.8077	1489.3912	25.442	0.0071
172	Basse-Terre	Foret_sempervirente	636100	1807300	0.4434	0.006	0.0795	23.1514	0.3023	1.5631	68.744	0	177.7362	6.0748	31.7988	1650.0344	25.9697	0.0347
173	Grande-Terre	Abymes	663500	1807300	0.1141	0	0.4897	17.7695	0.3219	1.1509	31.8426	0.0093	88.429	1.2068	2.7874	1449.0609	25.7605	0.0111
174	Grande-Terre	Plateaux_N	668700	1807300	0.6003	0	0.2195	4.6119	0.1613	0.8638	41.3179	0	136.2531	5.3821	38.7209	1493.0386	25.4481	0.0062
175	Grande-Terre	Plateaux_N	672100	1807300	0.4586	0	0.0432	2.607	0.3318	1.2016	51.4198	0	185.8381	4.2571	45.8058	1354.953	25.8049	0.0244
176	Grande-Terre	Fonds	658300	1807100	0.3665	0	0	3.6941	0.4923	0.9238	46.6778	0	217.2199	5.2907	5.8017	1491.2124	25.7475	0.0303
177	Grande-Terre	Abymes	664100	1807100	0.1548	0	0.4926	27.1113	0.1439	1.1589	28.7685	0	93.3457	1.5727	3.4551	1446.1312	25.7802	0.0569
178	Grande-Terre	Abymes	666100	1807100	0.9227	0	0	15.3695	0.0705	0.6402	23.2654	0	60.4383	2.0474	8.5172	1476.8889	25.6037	0.0046
179	Grande-Terre	Plateaux_N	670300	1807100	0.8196	0	0.0747	9.2162	0.1	0.6339	28.3117	0	102.7716	3.3707	48.1395	1475.2562	25.4679	0.0103
180	Grande-Terre	Plateaux_N	671300	1807100	0.6574	0	0.0836	5.9932	0.1357	0.9122	39.3765	0	130.3241	2.3222	51.8972	1418.4691	25.6333	0.023
181	Grande-Terre	Plateaux_N	672900	1807100	0.3362	0	0	5.199	0.4164	1.1489	50.5564	0	251.877	5.7899	32.57	1328.0436	25.8667	0.026
182	Grande-Terre	Fonds	658300	1806900	0.3777	0	0	3.8379	0.4878	0.9334	43.6849	0	193.6208	4.9134	5.6092	1493.7384	25.7408	0.0282
183	Grande-Terre	Plateaux_N	667700	1806900	0.6659	0	0.1646	6.2	0.1695	0.9253	42.8549	0	132.0278	4.7356	23.3015	1496.6104	25.4852	0.0045
184	Grande-Terre	Plateaux_N	668700	1806900	0.6852	0	0.1381	5.0508	0.1679	0.9782	44.0679	0	121.0463	5.4294	31.7691	1498.7361	25.4568	0.0044
185	Grande-Terre	Plateaux_N	669700	1806900	0.806	0	0.0185	6.6179	0.1666	0.6998	43.1296	0	109.8519	5.1614	39.9311	1495.2014	25.4383	0.0061
186	Basse-Terre	Foret_sempervirente	636300	1806700	0.5916	0	0.0864	27.8813	0.2462	1.1123	50.045	0	134.6819	7.2092	37.2111	1667.0848	25.927	0.0136
187	Grande-Terre	Abymes	665900	1806700	0.8743	0	0	23.3765	0.0383	0.8346	26.4105	0	47.5154	0.8946	5.1595	1468.1675	25.679	0.0212
188	Grande-Terre	Abymes	666100	1806700	0.9206	0	0	17.6147	0.0395	0.7033	25.5772	0	43.1975	1.1026	5.9985	1473.0518	25.6556	0.009
189	Basse-Terre	Foret_sempervirente	634300	1806500	0.5714	0	0.0096	24.4228	0.3339	1.2694	61.3673	0	189.5154	8.4772	84.5068	1791.0286	25.663	0.0216
190	Grande-Terre	Fonds	658300	1806500	0.4141	0	0.0137	4.722	0.4558	1.0123	49.1691	0	180.7306	4.8017	5.7346	1500.6117	25.7233	0.0228
191	Grande-Terre	Fonds	661500	1806500	0.3141	0	0	0.4147	0.5644	0.9388	47.5216	0.0087	183.9414	5.1883	7.7292	1488.9661	25.7099	0.0169
192	Grande-Terre	Fonds	661900	1806500	0.3349	0	0	0.4147	0.5406	0.95	43.25	0.0151	176.9321	4.8777	6.8777	1483.9598	25.7296	0.0203
193	Grande-Terre	Plateaux_N	669300	1806500	0.7844	0	0.0517	5.3813	0.1473	0.9916	46.963	0	103.7253	5.0968	29.8355	1501.1443	25.4519	0.0049
194	Grande-Terre	Plateaux_N	671700	1806500	0.5297	0	0.0646	4.6583	0.2388	1.0622	50.8735	0	188.7685	3.7212	43.5961	1425.1805	25.6173	0.0245
195	Grande-Terre	Fonds	659300	1806300	0.4297	0	0.001	4.1498	0.3719	0.8968	36.4959	0.0181	180.9426	5.6344	7.1653	1512.983	25.679	0.0334
196	Grande-Terre	Fonds	663500	1806300	0.3136	0	0.0717	6.5651	0.4136	1.1996	46.9136	0	179.7438	3.9965	6.3208	1466.7145	25.7679	0.0424
197	Grande-Terre	Fonds	663900	1806300	0.2814	0	0.1092	10.5903	0.3012	1.175	38.8611	0	190.7623	3.9301	6.9988	1462.6196	25.7778	0.0911
198	Grande-Terre	Abymes	666500	1806300	0.8819	0	9.00E-04	16.2883	0.0609	0.7396	28.6975	0	61.463	1.4289	7.4304	1481.605	25.6506	0.0121
199	Grande-Terre	Abymes	667500	1806300	0.8692	0	0.0602	15.1934	0.0705	0.8618	36.8025	0	61.3148	2.3235	13.6562	1496.1427	25.5531	0.0027
200	Grande-Terre	Plateaux_N	670900	1806300	0.6686	0	0.074	7.3452	0.1317	1.0407	47.8642	0	135.7315	3.4644	38.5804	1471.4198	25.5099	0.0198
201	Grande-Terre	Plateaux_N	672300	1806300	0.4124	0	0.0606	8.0339	0.3125	1.2111	59.1605	0	220.7562	5.0482	33.4828	1392.3434	25.7025	0.022
202	Basse-Terre	Foret_semidecidue	629900	1806100	0	0	0	9.9316	0.8278	0.452	24.8959	0.0178	136.6059	15.5595	81.0687	1902.7179	25.4387	0.022
203	Grande-Terre	Fonds	663500	1806100	0.3377	0	0.0243	3.5776	0.4245	1.0605	51.8241	0	202.7963	5.1248	8.6032	1473.2516	25.7531	0.0418
204	Grande-Terre	Abymes	667100	1806100	0.8838	0	0.0074	15.1011	0.0667	0.8346	33.1296	0	61.8333	1.552	9.7317	1491.3727	25.6049	0.0084
205	Grande-Terre	Abymes	668300	1806100	0.8589	0	0.0399	11.3926	0.0923	0.9281	32.6728	0	67.4753	3.0226	17.9404	1498.8179	25.5284	0.0037
206	Grande-Terre	Fonds	658300	1805900	0.371	0	0.1328	2.7688	0.4028	1.3047	46.3704	0	158.3704	3.8994	4.9057	1514.118	25.6926	0.0152
207	Grande-Terre	Abymes	666300	1805900	0.7075	0	0	13.5025	0.1659	0.665	27.3704	0	127.6944	3.1551	10.7477	1476.5223	25.7148	0.0269
208	Grande-Terre	Abymes	668900	1805900	0.8067	0	0.0177	11.5906	0.119	1.0389	38.0772	0	86.9537	3.625	19.6748	1497.5107	25.5247	0.01
209	Grande-Terre	Plateaux_N	672300	1805900	0.4177	0	0.0959	6.7187	0.3058	1.207	57.0741	0	232.0154	5.6827	25.8696	1402.7593	25.684	0.0211
210	Basse-Terre	Foret_sempervirente	636100	1805700	0.7611	0	0.0174	32.8458	0.1924	0.3909	29.7963	0	100.6605	8.7737	70.9626	1733.9036	25.7765	0.0011
211	Grande-Terre	Fonds	658300	1805700	0.332	0	0.1849	2.3206	0.3928	1.3825	46.7593	0	145.0309	3.6257	4.6721	1518.2507	25.684	0.0134
212	Grande-Terre	Fonds	660100	1805700	0.497	0	0.0065	1.2576	0.3954	0.7219	32.9815	0	197.8395	7.6543	12.8191	1526.5795	25.6395	0.0165
213	Grande-Terre	Abymes	668900	1805700	0.8389	0	0.0199	10.9474	0.0867	0.9252	34.1728	0	65.6698	2.9378	17.7006	1495.4336	25.5494	0.0102
214	Grande-Terre	Plateaux_N	671100	1805700	0.5756	0	0.1364	3.2178	0.1557	1.1446	49.9321	0	145.3549	4.0849	28.6746	1467.9313	25.5284	0.0203
215	Grande-Terre	Fonds	657900	1805500	0.181	0	0.2175	0.9394	0.5545	1.4586	47.2963	0.0097	126.5494	2.576	4.0203	1518.4261	25.6963	0.0041
216	Grande-Terre	Fonds	660300	1805500	0.4355	0	0.0876	2.528	0.3682	0.9808	36.3302	0	192.8704	8.0244	14.8544	1527.5448	25.6383	0.0177
217	Grande-Terre	Fonds	661500	1805500	0.266	0	0.0318	2.3446	0.4737	1.1911	62.037	0	218.6512	9.6335	19.2014	1516.8271	25.6642	0.0349
218	Grande-Terre	NA	662500	1805500	0.318	0	0	0.8374	0.5077	0.9774	55.9074	0	231.463	9.494	19.8331	1509.9838	25.6753	0.0315
219	Grande-Terre	Abymes	667300	1805500	0.7612	0	0	14.245	0.1366	0.9493	31.2623	0	116.608	2.5835	13.8252	1492.4568	25.6568	0.0239
220	Grande-Terre	Abymes	668500	1805500	0.858	0	0.0212	11.2906	0.0437	0.8105	30.2747	0	47.8395	1.9708	14.3227	1494.7607	25.5901	0.0177
221	Grande-Terre	Plateaux_E	673500	1805500	0.4444	0.0465	0.2464	18.0103	0.1706	1.64	64.6914	0	138.4907	4.5558	15.2469	1346.2268	25.8395	0.0088
222	Grande-Terre	Fonds	659300	1805300	0.4498	0	0.2488	4.649	0.2155	0.8954	25.6235	0	159.7006	6.1019	8.9487	1536.1859	25.6333	0.0207
223	Grande-Terre	Fonds	662500	1805300	0.2984	0	0	0.6474	0.5136	0.9911	60.2932	0	232.0185	10.2992	22.5777	1522.9915	25.6494	0.0353
224	Grande-Terre	Abymes	669900	1805300	0.7058	0	0.1606	10.416	0.058	1.1639	48.3796	0	55.966	2.3581	18.9367	1486.0131	25.5679	0.0151
225	Grande-Terre	Abymes	670500	1805300	0.6694	0	0.1973	8.0947	0.0697	1.2397	41.7407	0	72.7531	2.7617	21.4936	1476.8573	25.5556	0.01
226	Grande-Terre	Mangroves_marais	672500	1805300	0.5726	0	0.1271	8.7732	0.226	1.1188	47.5525	0	195.4043	5.8499	17.0407	1395.2855	25.7198	0.0102
