IdPE	loc	UE	long	lat	agri	arbu	prai	hydro	foret	heter	ecot	fcoeur	lisi	pente	alt	prec	temp	bati
227	Grande-Terre	Plateaux_E	674900	1805300	0.8036	0.0183	0.0413	3.2219	0.0636	1.0556	34.9414	0	77.5031	2.3104	16.8848	1316.0154	25.8988	0.026
228	Basse-Terre	Foret_sempervirente	636900	1805100	0.776	0	0	26.4016	0.1763	0.3655	34.7407	0	98.1204	7.5961	79.6576	1759.7153	25.6988	0.0028
229	Grande-Terre	Fonds	663900	1805100	0.3989	0	0	1.027	0.4345	0.6605	35.2315	0	291.2006	9.9546	28.8073	1519.1373	25.6593	0.0493
230	Grande-Terre	Abymes	668100	1805100	0.7863	0	0.0072	9.8588	0.1011	0.9575	28.4414	0	100.571	2.3358	15.8445	1495.8032	25.6481	0.0276
231	Grande-Terre	Abymes	668900	1805100	0.8634	0	0.0389	10.5959	0.0383	0.8298	32.3457	0	49.7531	1.6451	15.5849	1492.0123	25.6247	0.0161
232	Grande-Terre	Plateaux_Atl	679900	1805100	0.7108	0	0.0168	6.3102	0.2441	0.5003	19.9154	0	178.5803	3.0441	23.6195	1245.5765	25.9912	0.0177
233	Grande-Terre	Morne	658500	1804900	0.1582	0	0.4207	8.3633	0.3383	1.2737	42.537	0	140.3889	3.8382	5.1227	1532.4182	25.6642	0.0115
234	Grande-Terre	Fonds	660500	1804900	0.4865	0	0.136	3.1784	0.3224	0.9707	39.8642	0	189.5463	8.1633	17.7809	1541.2523	25.6296	0.0136
235	Grande-Terre	Fonds	662300	1804900	0.2293	0	3.00E-04	0.9176	0.5148	1.0409	63.6389	0	241.5062	11.3791	25.5995	1554.6821	25.5877	0.0463
236	Grande-Terre	Fonds	663300	1804900	0.3944	0	0	1.3886	0.4852	0.6692	39.0833	0	276.0741	11.7847	30.4668	1544.5448	25.6049	0.03
237	Grande-Terre	Fonds	663700	1804900	0.4291	0	0	1.3886	0.459	0.5523	31.5864	0	293.4722	11.3056	32.6863	1537.4482	25.621	0.0315
238	Grande-Terre	Abymes	670500	1804900	0.7163	0	0.2147	9.2109	0.0381	1.13	37.9321	0	43.0586	2.1752	18.2757	1469.7963	25.6025	0.0115
239	Grande-Terre	Abymes	670900	1804900	0.6665	0	0.2147	6.657	0.0691	1.1996	41.3827	0	75.4599	3.2952	18.8843	1456.7393	25.6111	0.0121
240	Grande-Terre	Plateaux_E	673700	1804900	0.713	0.0421	0.1785	8.6449	0.0665	1.0186	43.9167	0	83.1636	3.4137	18.7741	1357.5162	25.8148	0.0075
241	Grande-Terre	Plateaux_Atl	678900	1804900	0.6302	0	0	23.7258	0.3086	0.4788	26.0247	0	198.5957	4.3407	21.4366	1262.4409	25.9615	0.0168
242	Grande-Terre	Plateaux_Atl	680300	1804900	0.7363	0	0	2.4159	0.2179	0.5224	25.4897	0	171.8405	2.5407	26.4854	1248.5751	25.9701	0.0167
243	Grande-Terre	Fonds	660100	1804700	0.5902	0	0.1847	2.7281	0.2103	0.9141	37.8488	0	153.3302	6.8865	14.077	1545.5857	25.6235	0.012
244	Grande-Terre	Fonds	665500	1804700	0.4095	0	0	2.1284	0.4374	0.4819	34.4938	0	320.9383	11.6147	41.2583	1521.3711	25.6642	0.0339
245	Grande-Terre	Abymes	670100	1804700	0.7433	0	0.2148	13.7088	0.0084	1.072	39.5648	0	14.7654	1.3382	17.4535	1477.2986	25.6296	0.0101
246	Grande-Terre	Plateaux_E	672500	1804700	0.7203	0	0.1113	5.2852	0.1573	0.6912	31.1173	0	178.1327	5.6086	16.4466	1393.1003	25.7432	0.0106
247	Grande-Terre	Plateaux_Atl	678300	1804700	0.551	0	0.0273	32.5952	0.3261	0.8013	43.7809	0	177.5494	5.5285	18.6954	1277.8927	25.9247	0.0104
248	Grande-Terre	Plateaux_Atl	681700	1804700	0.7552	0	0	4.2695	0.1711	0.554	22.8683	0	104.6451	3.1863	30.0076	1223.3079	26.0136	0.0124
249	Basse-Terre	Foret_ombrophile	635900	1804500	0.4801	0	0	29.8626	0.4958	0.6879	26.0648	0.1236	73.1481	10.5195	143.4379	1904.6289	25.4531	7.00E-04
250	Basse-Terre	Foret_sempervirente	637700	1804500	0.6437	0	0.0499	17.5053	0.2609	1.1419	50.9352	0	128.6111	7.842	90.0804	1797.2107	25.5988	0.0087
251	Grande-Terre	Fonds	660900	1804500	0.4377	0	0.092	2.2571	0.3281	1.0764	53.2778	0	209.9228	8.3834	19.86	1563.8495	25.5864	0.033
252	Grande-Terre	Fonds	661500	1804500	0.3129	0	0.0508	1.9671	0.4253	1.0345	53.466	0	246.679	10.0962	23.995	1578.162	25.5444	0.0409
253	Grande-Terre	Fonds	666700	1804500	0.4066	0	0	0.819	0.4666	0.5936	37.6049	0	301.2963	10.6336	39.9558	1513.912	25.6926	0.0299
254	Grande-Terre	Abymes	668700	1804500	0.7538	0	0.0389	4.0886	0.1193	1.194	35.7315	0	91.8395	3.6894	21.0056	1496.054	25.6802	0.027
255	Grande-Terre	Abymes	669300	1804500	0.8944	0	0.039	11.6143	0.0331	0.9233	24.0586	0	42.6574	2.1028	18.4655	1489.5479	25.6691	0.0146
256	Grande-Terre	Abymes	669700	1804500	0.8745	0	0.0823	13.3186	0.0113	0.9801	34.1265	0	19.2284	1.7418	18.0912	1483.77	25.658	0.0096
257	Grande-Terre	Plateaux_E	671500	1804500	0.7489	0	0.1347	3.9387	0.1118	0.6957	19.3981	0	133.6605	4.7886	17.7643	1425.5903	25.684	0.0185
258	Grande-Terre	Plateaux_E	674100	1804500	0.8044	0.0264	0.1284	7.5159	0.0408	0.6626	33.9414	0	46.0525	2.5107	20.6474	1358.7539	25.8062	0.0049
259	Grande-Terre	Plateaux_E	675500	1804500	0.9467	0	0	7.0241	0.0533	0.6847	19.8457	0	60.7901	2.2765	20.5851	1324.9452	25.8605	0.0072
260	Grande-Terre	Plateaux_Atl	676300	1804500	0.7854	0	0.0091	9.9701	0.1168	0.7697	28.963	0	108.0123	3.5423	18.8181	1306.4036	25.9049	0.0397
261	Basse-Terre	Foret_ombrophile	637700	1804300	0.605	0	0.0607	18.4136	0.282	1.2259	56.9784	0	133.5247	7.6574	98.739	1819.2802	25.563	0.0099
262	Basse-Terre	Foret_sempervirente	639300	1804300	0.5068	0	0.0475	14.7293	0.2912	1.3843	67.1698	0	191.7346	4.49	51.315	1678.3973	25.821	0.0449
263	Grande-Terre	Fonds	660500	1804300	0.5791	0	0.1434	1.6782	0.215	1.041	49.7623	0	158.2562	6.7123	16.2728	1564.0964	25.5926	0.0221
264	Grande-Terre	Fonds	662300	1804300	0.3485	0	0	2.1373	0.4799	0.6924	44.0957	0	278.5154	11.9519	28.735	1602.6636	25.484	0.0363
265	Grande-Terre	Fonds	663100	1804300	0.425	0	0	1.2752	0.5141	0.4119	25.6636	0	315.5587	13.6669	37.2189	1597.0186	25.5099	0.0207
266	Grande-Terre	Fonds	663700	1804300	0.4795	0	0	0.9604	0.4871	0.2575	18.5463	0	318.9722	14.0249	42.4552	1588.2716	25.5222	0.0183
267	Grande-Terre	Fonds	667100	1804300	0.3355	0	0	0.5664	0.5011	0.9135	39.7191	0	276.8179	10.7211	41.849	1520.4753	25.6765	0.0361
268	Grande-Terre	Plateaux_E	668100	1804300	0.5314	0	0	1.4871	0.319	1.2572	45.1543	0	189.8333	7.2995	30.0017	1507.6335	25.6901	0.0356
269	Grande-Terre	Plateaux_Atl	682100	1804300	0.8332	0	0	8.3545	0.096	0.3177	17.0464	0	69.7574	2.3772	35.3472	1227.7803	25.9852	0.0158
270	Basse-Terre	Foret_semidecidue	628700	1804100	0	0.074	0	18.0847	0.6947	1.0166	49.4377	0.0676	154.0764	16.9707	49.8431	1962.1677	25.3479	0.0303
271	Basse-Terre	Foret_sempervirente	639500	1804100	0.5168	0	0.0285	17.0491	0.2949	1.3639	67.6111	0	192.713	4.5981	49.6003	1670.1713	25.8272	0.0438
272	Grande-Terre	Morne	658100	1804100	0.0032	0	0.4754	23.1916	0.4581	1.0814	38.8086	0.0333	99.7809	1.6183	3.5594	1537.7045	25.6716	0.0069
273	Grande-Terre	Morne	659500	1804100	0.4079	0	0.3879	6.4229	0.1221	1.2323	50.2716	0	102.2377	4.3695	8.9988	1552.9877	25.6148	0.0199
274	Grande-Terre	Fonds	663100	1804100	0.4447	0	0	1.3298	0.4915	0.3871	21.716	0	307.4784	13.7382	37.4888	1612.0656	25.4815	0.0214
275	Grande-Terre	Fonds	664700	1804100	0.4588	0	0	1.1943	0.4808	0.2824	17.1728	0	323.7006	14.0312	53.3374	1591.6882	25.4889	0.0237
276	Grande-Terre	Plateaux_Atl	678700	1804100	0.6342	0	0.0206	17.4424	0.2471	0.8472	28.1296	0	163.963	4.2332	24.6281	1291.8094	25.8556	0.0167
277	Basse-Terre	Foret_sempervirente	640700	1803900	0.7731	0	0	36.6946	0.1484	1.0233	62.7901	0	115.8148	3.4649	22.9793	1616.5085	25.8679	0.0268
278	Basse-Terre	Foret_sempervirente	642500	1803900	0.7057	0	0	17.1079	0.2426	1.1219	47.1007	0	102.1899	0.8279	6.3226	1576.9178	25.8	0.006
279	Grande-Terre	Morne	660300	1803900	0.6207	0	0.152	1.9589	0.1565	1.1842	49.7623	0	120.7778	5.4116	14.3846	1573.848	25.5753	0.0197
280	Grande-Terre	Plateaux_Atl	679300	1803900	0.5455	0	0.0772	19.1728	0.219	0.7998	31.2099	0	182.2407	3.0716	28.3083	1293.9414	25.8333	0.0265
281	Grande-Terre	Plateaux_Atl	680300	1803900	0.5893	0	0.0662	4.9304	0.1563	0.8462	38.1204	0	145.9444	1.6647	32.1798	1286.8302	25.8296	0.0246
282	Grande-Terre	Plateaux_Atl	681300	1803900	0.6754	0	0.0158	1.9798	0.0797	0.6308	38.5278	0	75.9136	1.4393	34.1236	1269.1805	25.8617	0.0272
283	Grande-Terre	Morne	658100	1803700	0	0	0.4808	24.7528	0.4197	1.1321	39.4599	0.0521	104.8117	1.3939	3.6736	1542.723	25.6704	0.0144
284	Grande-Terre	Morne	658700	1803700	0.1094	0	0.5577	20.8592	0.1789	1.0589	40.5741	0	108.7407	2.2646	4.7795	1548.135	25.6494	0.0266
285	Grande-Terre	Morne	659500	1803700	0.458	0	0.3359	4.6172	0.0864	1.3151	49.7315	0	79.4136	3.4146	8.1453	1562.0948	25.6086	0.0237
286	Grande-Terre	Fonds	661900	1803700	0.4644	0	0	3.145	0.357	0.8104	43.7809	0	258.0833	9.1717	22.8943	1623.7361	25.442	0.0413
287	Grande-Terre	Fonds	662700	1803700	0.4893	0	0	2.6248	0.4292	0.4423	27.179	0	287.7901	12.5405	30.3266	1635.8325	25.4272	0.0233
288	Grande-Terre	Fonds	665300	1803700	0.4374	0	0	1.5708	0.5011	0.2343	16.2562	0	330.9321	14.3711	58.5421	1612.3734	25.4432	0.022
289	Grande-Terre	Fonds	666900	1803700	0.3255	0	0	0.2904	0.5625	0.8483	49.4907	0	269.3858	13.3048	57.9537	1562.5632	25.5827	0.0196
290	Grande-Terre	Plateaux_E	669100	1803700	0.7655	0	0.0126	6.4149	0.2049	0.6504	25.5494	0	121.8333	6.7093	31.409	1501.5632	25.6914	0.0135
291	Grande-Terre	Plateaux_E	672500	1803700	0.6224	0	0.1537	5.565	0.2194	0.6612	22.2253	0	222.5802	6.7924	19.7423	1407.9946	25.7173	0.0129
292	Grande-Terre	Plateaux_Atl	682900	1803700	0.8655	0	0	11.1604	0.0848	0.1981	12.5772	0	74.2593	1.4191	42.5336	1235.5903	25.9407	0.0168
293	Basse-Terre	Foret_sempervirente	642100	1803500	0.8349	0	0	31.1014	0.0955	1.0197	41.4627	0	88.5523	1.3062	10.7614	1588.0818	25.8012	0.0159
294	Grande-Terre	Fonds	664100	1803500	0.4309	0	0	0.9931	0.5479	0.3155	15.7438	0	316.0401	15.5125	49.5114	1642.6998	25.4074	0.0138
295	Grande-Terre	Plateaux_E	671100	1803500	0.8386	0	0.0398	15.6656	0.1217	0.5648	21.8426	0	151.4475	4.2706	22.7703	1445.3118	25.7235	0.0225
296	Grande-Terre	Plateaux_E	673900	1803500	0.456	0	0.4261	16.5664	0.0318	1.0364	46.4444	0	40.5463	3.0287	23.4805	1381.9089	25.7704	0.0168
297	Grande-Terre	Plateaux_E	674300	1803500	0.5652	0	0.3293	15.0632	0.035	1.0882	36.8827	0	41.4753	2.6099	23.267	1372.0262	25.7864	0.0135
298	Grande-Terre	Plateaux_E	676300	1803500	0.7588	0	0.0011	18.7924	0.1873	0.6083	25.2068	0	157.5679	5.0373	19.9169	1326.2886	25.842	0.0171
299	Grande-Terre	Plateaux_E	676700	1803500	0.7831	0	0.0156	19.2976	0.1551	0.6464	27.6235	0	141.4167	4.7061	20.5351	1319.2369	25.8506	0.0179
300	Basse-Terre	Foret_sempervirente	640700	1803300	0.8625	0	0	45.1777	0.1164	0.716	53.5093	0	100.2623	4.2773	29.7758	1631.2461	25.837	0.0082
301	Grande-Terre	Morne	658500	1803300	0.0832	0	0.5467	22.2837	0.1649	1.0759	43.8796	0	100.3488	1.4433	4.3823	1553.2369	25.6519	0.0301
302	Grande-Terre	Morne	660100	1803300	0.692	0	0.1372	6.385	0.0898	1.2212	50.284	0	81.608	3.8007	11.6352	1584.8789	25.579	0.0206
303	Grande-Terre	Fonds	661500	1803300	0.6151	0	0	7.3836	0.2473	0.9011	43.5093	0	198.0525	7.0127	19.8299	1613.4506	25.4741	0.0399
304	Grande-Terre	Fonds	666300	1803300	0.4283	0	0	0.5827	0.5154	0.5703	37.4568	0	292.2901	13.2085	65.4799	1612.2307	25.463	0.0191
305	Grande-Terre	Plateaux_E	672100	1803300	0.6588	0	0.0873	7.8744	0.254	0.2881	9.2068	0	271.4383	7.3867	20.7676	1423.5262	25.7198	0.014
306	Basse-Terre	Foret_sempervirente	629700	1803100	0	0.024	0	13.0686	0.7828	0.6634	39.0466	0.1211	124.0295	16.7426	151.3077	2410.9978	24.1025	0.0199
307	Basse-Terre	Foret_sempervirente	629900	1803100	0	0.0222	0	13.8413	0.8115	0.6087	36.6204	0.1635	112.75	16.9404	178.0602	2464.9561	23.9148	0.0104
308	Basse-Terre	Foret_ombrophile	630300	1803100	0	0.0195	0	11.9085	0.8591	0.513	26.2377	0.2573	88.392	16.797	237.3345	2558.4067	23.5617	0.0039
309	Basse-Terre	Foret_ombrophile	630500	1803100	0	0.0152	0	12.7446	0.8925	0.4552	19.4815	0.332	61.4753	16.923	265.9944	2594.8093	23.4173	0.0019
310	Grande-Terre	Morne	659500	1803100	0.5197	0	0.2377	12.6198	0.0742	1.3589	50.8796	0	75.5772	2.619	7.7722	1577.865	25.6049	0.0281
311	Grande-Terre	Plateaux_E	673300	1803100	0.2239	0	0.5928	18.2987	0.115	0.9901	38.6821	0	119.3272	5.2249	23.4452	1403.5732	25.7272	0.0169
312	Grande-Terre	Plateaux_E	675700	1803100	0.6449	0	0.0674	12.6561	0.1931	0.9664	31	0	170.963	4.7953	20.9302	1344.4552	25.8062	0.0183
313	Grande-Terre	Plateaux_Atl	683100	1803100	0.7489	0	6.00E-04	10.6766	0.0932	0.4766	16.071	0	92.6852	1.3689	45.5966	1259.5016	25.858	0.0321
314	Basse-Terre	Foret_semidecidue	628100	1802900	0	0	0	6.4038	0.8038	0.565	41.6428	0.0047	145.7682	20.1192	69.1601	2111.8552	25.0045	0.0379
315	Basse-Terre	Foret_ombrophile	630700	1802900	0	0.01	0	13.1573	0.9504	0.2935	12.463	0.4591	33.3025	17.6357	297.9244	2632.8525	23.2654	8.00E-04
316	Basse-Terre	Foret_ombrophile	631500	1802900	0	0	0	11.0615	0.9965	0	0	0.5517	5.037	16.4751	405.2776	2657.054	23.2049	0
317	Basse-Terre	Foret_ombrophile	631700	1802900	0	0	0	9.0178	0.9971	0	0	0.5766	4.4537	16.4821	427.276	2646.2385	23.2728	0
318	Basse-Terre	Foret_sempervirente	642300	1802900	0.7406	0	0	20.4043	0.083	1.0404	46.0216	0	80.9907	1.2019	12.8665	1588.3943	25.8	0.0343
319	Grande-Terre	Morne	662100	1802900	0.6339	0	0	4.6966	0.3133	0.775	43.6944	0	234.108	8.9292	23.8902	1627.5771	25.4642	0.0254
320	Grande-Terre	Fonds	663300	1802900	0.4616	0	0	2.1331	0.5158	0.4077	22.9691	0	292.4321	14.4314	40.0041	1657.6304	25.4062	0.0123
321	Grande-Terre	Plateaux_Atl	681700	1802900	0.6615	0	0	6.9076	0.0357	0.9827	40.8611	0	48.392	1.3594	39.4626	1289.1281	25.8062	0.032
322	Basse-Terre	Foret_sempervirente	629500	1802700	0	0.0217	0	11.9753	0.8494	0.4604	30.7799	0.1055	111.8356	16.0321	149.779	2404.0007	24.1457	0.0187
323	Basse-Terre	Foret_ombrophile	630900	1802700	0	6.00E-04	0	15.4506	0.9889	0.0677	5.1759	0.5768	9.3951	18.0269	330.4917	2656.2925	23.1716	0
324	Basse-Terre	Foret_ombrophile	631100	1802700	0	0	0	14.8606	0.9974	0	1.2685	0.607	3.9599	17.6299	357.0737	2666.7825	23.1333	0
325	Basse-Terre	Foret_ombrophile	631300	1802700	0	0	0	13.3473	0.9973	0	0	0.616	4.1667	16.9386	383.8046	2670.4204	23.1259	0
326	Basse-Terre	Foret_ombrophile	631900	1802700	0	0	0	11.1726	0.9973	0	0	0.6301	4.3704	16.3566	442.3387	2644.2454	23.3012	0
327	Basse-Terre	Foret_ombrophile	637500	1802700	0.1393	0	0.0857	19.8214	0.704	1.0165	46.4969	0.1766	109.1142	11.2876	161.9118	2021.1736	25.2519	0.0112
328	Basse-Terre	Foret_ombrophile	639100	1802700	0.5109	0	0.0012	35.8522	0.387	1.2804	58.5648	0.0177	135.6019	8.0886	84.7002	1787.4823	25.6309	0.0175
329	Grande-Terre	Morne	658100	1802700	0.0318	0	0.5192	17.7078	0.2884	1.0865	30.037	0.0304	84.4907	0.4076	4.163	1560.1636	25.6654	0.0212
330	Grande-Terre	Morne	659500	1802700	0.5564	0	0.2033	15.4999	0.0568	1.3673	44.1389	0	59.2809	2.1605	7.675	1587.3904	25.6012	0.0298
331	Grande-Terre	Fonds	665300	1802700	0.4137	0	0	0.7461	0.5518	0.4295	39.0247	0	302.1482	15.8977	57.8277	1673.0162	25.3321	0.0197
332	Grande-Terre	Fonds	667100	1802700	0.4	0	0.0066	2.1922	0.5176	0.7259	45.963	0	290.1729	12.8335	71.8584	1627.5139	25.4235	0.0209
333	Grande-Terre	Plateaux_E	671900	1802700	0.6993	0	0.0865	14.3418	0.2142	0.2856	6.6512	0	236.858	7.7024	24.8924	1438.4005	25.7247	0.0125
334	Grande-Terre	Plateaux_E	677100	1802700	0.8169	0	0.0123	20.2996	0.0582	0.9959	30.75	0	65.9815	3.526	25.7764	1332.6289	25.7951	0.0172
335	Grande-Terre	Plateaux_Atl	679100	1802700	0.626	0	0.1516	27.2698	0.0823	1.2966	47.9259	0	87.8981	2.2624	31.6109	1312.1552	25.8	0.018
336	Grande-Terre	Morne	658500	1802500	0.1359	0	0.5459	21.3483	0.116	1.0698	32.7068	2.00E-04	79.3796	0.7931	4.8027	1570.6312	25.6432	0.0289
337	Grande-Terre	Fonds	668700	1802500	0.4884	0	0.0036	1.0852	0.4653	0.3027	23.321	0	285.0957	12.9885	58.5312	1558.7531	25.5704	0.0222
338	Grande-Terre	Plateaux_E	671300	1802500	0.8349	0	0	18.2058	0.1631	0.0211	2.9228	0	179.6636	6.6626	27.8152	1460.6257	25.716	0.0118
339	Grande-Terre	Plateaux_E	674100	1802500	0.1258	0	0.7035	29.1308	0.0845	0.7497	30.9444	0	86.1667	4.7426	27.0664	1390.8164	25.7519	0.0276
340	Basse-Terre	Foret_ombrophile	637100	1802300	0.0443	0	0.0533	17.1293	0.844	0.7065	33.8364	0.2114	86.1574	12.4475	199.9095	2140.7964	25.0531	0.0077
341	Basse-Terre	Foret_sempervirente	640900	1802300	0.7382	0	0	39.3542	0.1775	1.0534	56.7685	0	128.1481	4.8	30.4898	1659.7153	25.7593	0.0117
342	Grande-Terre	Fonds	667100	1802300	0.4375	0	0.0422	2.8629	0.4574	0.7011	45.3765	0	294.0895	12.5808	74.331	1653.0463	25.3617	0.021
343	Grande-Terre	Plateaux_E	672300	1802300	0.5143	0	0.2619	18.1629	0.2238	0.5863	12.4012	0	221.3117	8.4848	26.9082	1432.8835	25.7185	0.0082
344	Basse-Terre	Foret_sempervirente	629300	1802100	0	0.0213	0	10.2065	0.9121	0.3832	23.2158	0.1462	88.159	15.4475	153.7542	2401.6089	24.2	0.0096
345	Basse-Terre	Foret_ombrophile	636900	1802100	0.0348	0	0.0199	19.0109	0.9037	0.5037	28.534	0.197	69.6481	12.9134	219.8871	2203.9214	24.9358	0.006
346	Basse-Terre	Foret_sempervirente	642900	1802100	0.6826	0	0.1056	34.0487	0.0644	1.1214	40.0957	0	65.25	0.934	9.5274	1573.8232	25.7975	0.0295
347	Grande-Terre	Morne	659700	1802100	0.7501	0	0.157	16.9796	0.0307	1.1886	37.9043	0	35.9537	2.0876	8.015	1601.7177	25.6	0.0129
348	Grande-Terre	Morne	661300	1802100	0.5636	0	0	11.9428	0.096	1.0708	43.8519	0	105.3765	3.9346	15.8673	1612.0323	25.5543	0.0577
349	Grande-Terre	Fonds	665700	1802100	0.4326	0	0.0033	0.5345	0.5302	0.5045	51.1204	0	280.1883	16.0527	66.1393	1694.5209	25.2938	0.0206
350	Grande-Terre	Plateaux_E	671900	1802100	0.6538	0	0.1099	19.912	0.2363	0.339	9.3765	0	231.6698	8.474	28.9774	1446.5818	25.7222	0.0095
351	Grande-Terre	Plateaux_E	672700	1802100	0.3096	0	0.4982	20.4294	0.1809	0.7254	15.6883	0	174.0123	7.7741	29.4398	1427.4993	25.7062	0.012
352	Grande-Terre	Plateaux_E	675300	1802100	0.2815	0	0.4823	18.4188	0.1932	0.8194	23.1914	0	181.213	5.6512	25.7699	1366.0579	25.7568	0.0153
353	Grande-Terre	Plateaux_E	678500	1802100	0.762	0	0.2025	20.3454	0.0279	0.6759	36.2191	0	40.8642	2.5585	31.3133	1322.743	25.7988	0.0025
354	Grande-Terre	Plateaux_E	679500	1802100	0.7866	0	0.1167	27.0216	0.0379	0.9395	35.0957	0	46.3827	2.1312	34.3601	1309.821	25.7988	0.0073
355	Basse-Terre	Foret_sempervirente	629300	1801900	0	0.0196	0	10.2155	0.9231	0.326	22.3272	0.1769	78.3488	16.02	157.8148	2410.3232	24.1802	0.0083
356	Basse-Terre	Foret_sempervirente	629500	1801900	0	0.0196	0	12.2727	0.9354	0.2575	19.1667	0.1921	68.5648	16.5986	175.6198	2446.8411	24.0506	0.0065
357	Grande-Terre	Morne	657900	1801900	0.108	0	0.5363	10.1857	0.2774	1.1095	32.0216	0.0202	89.3241	0.5538	4.9267	1576.4429	25.6741	0.0101
358	Grande-Terre	Morne	658300	1801900	0.231	0	0.5226	15.2206	0.129	1.1364	32.3364	4.00E-04	79.6883	0.6992	5.3814	1580.5911	25.6593	0.0175
359	Grande-Terre	Morne	658700	1801900	0.4093	0	0.4123	15.6439	0.0555	1.1822	34.3827	0	62.5463	1.0754	5.8405	1587.7238	25.637	0.0176
360	Grande-Terre	Morne	661500	1801900	0.4521	0	0	9.9116	0.1378	1.022	47.6975	0	144.7006	4.9146	17.7234	1619.135	25.5469	0.0699
361	Grande-Terre	Fonds	662900	1801900	0.3885	0	0	1.763	0.437	0.7189	41.5154	0	280.3426	12.53	35.0089	1665.1937	25.4284	0.0473
362	Grande-Terre	Plateaux_E	670500	1801900	0.5744	0	0.0976	10.452	0.2981	0.6802	30.5895	0	185.0556	10.2095	45.706	1503.5795	25.6444	0.0094
363	Grande-Terre	Plateaux_E	673500	1801900	0.0146	0	0.8967	28.6697	0.0712	0.1517	10	0	91.3519	6.0909	31.8287	1414.5193	25.7123	0.02
364	Grande-Terre	Plateaux_E	675900	1801900	0.2319	0	0.4714	18.2773	0.1392	1.1128	32.3302	0	142.0123	4.7168	27.9578	1359.5903	25.7432	0.0231
365	Grande-Terre	Plateaux_E	680900	1801900	0.8535	0	0.0017	8.9083	0.0291	0.8711	26.5463	0	42.1975	1.6259	36.4367	1302.4677	25.779	0.015
366	Grande-Terre	Plateaux_Atl	683900	1801900	0.8637	0	7.00E-04	9.3329	0.0907	0.1822	5.6173	0	94.034	1.4523	42.119	1257.6312	25.8556	0.0146
367	Grande-Terre	Plateaux_Atl	684900	1801900	0.8069	0	7.00E-04	8.6073	0.1826	0.5834	15.1481	0	125.2716	2.1218	39.1017	1210.2021	26.0062	0.0034
368	Basse-Terre	Foret_sempervirente	629700	1801700	0	0.0194	0	14.7722	0.9428	0.2644	16.4352	0.2665	62.2253	18.0931	196.1613	2490.2175	23.8877	0.0057
369	Basse-Terre	Foret_sempervirente	629900	1801700	0	0.0152	0	16.817	0.9521	0.1792	12.8981	0.3264	53.8611	18.6084	218.381	2526.7993	23.7358	0.0048
370	Basse-Terre	Foret_sempervirente	640500	1801700	0.6844	0	0	25.3286	0.2589	1.0847	69.0247	0	139.6914	6.4481	44.1128	1694.4398	25.7259	0.0065
371	Grande-Terre	Morne	660300	1801700	0.7075	0	0.0131	13.8677	0.0781	1.0758	29.6204	0	75.3117	3.5355	11.7431	1612.9591	25.5914	0.0397
372	Grande-Terre	Plateaux_E	674500	1801700	0.092	0	0.7806	25.0143	0.1245	0.4013	10.9321	0	126.3858	6.4291	31.1574	1394.0934	25.7284	0.0198
373	Grande-Terre	Plateaux_E	679700	1801700	0.8833	0	0.0759	17.931	0.0231	0.7221	28.0648	0	35.5926	2.0415	36.164	1311.0964	25.7877	0.0076
374	Basse-Terre	Foret_ombrophile	630700	1801500	0	3.00E-04	0	22.6439	0.9957	0	0.5093	0.7097	5.5154	21.0448	328.6572	2670.1443	23.0778	1.00E-04
375	Basse-Terre	Foret_ombrophile	630900	1801500	0	0	0	21.4125	0.9965	0	0	0.7411	4.9074	20.4484	358.9657	2694.6797	22.958	0
376	Basse-Terre	Foret_ombrophile	631100	1801500	0	0	0	19.8801	0.9963	0	0	0.7572	5.0926	19.4987	390.6192	2714.3071	22.863	0
377	Basse-Terre	Foret_ombrophile	631500	1801500	0	0	0	15.9644	0.9974	0	0	0.7603	3.2994	18.123	451.0025	2738.6396	22.7469	0
378	Basse-Terre	Foret_ombrophile	635900	1801500	0.0208	0	0	22.6765	0.9722	0.1297	6.213	0.5845	20.3735	15.3007	339.3569	2427.6743	24.4284	0.0023
379	Grande-Terre	Morne	658700	1801500	0.5163	0	0.3699	8.9101	0.0516	1.1584	32.0802	0	61.1512	1.4994	7.2984	1596.6836	25.6469	0.0132
380	Grande-Terre	Plateaux_Atl	684500	1801500	0.9031	0	0	9.0619	0.0965	0.2095	4.9321	0	112.4753	1.6351	40.6157	1242.2052	25.9074	0.0083
381	Basse-Terre	Foret_ombrophile	630300	1801300	0	0.0018	0	17.0389	0.9863	0.0212	2.7963	0.5951	17.7377	21.1914	284.2313	2621.6953	23.3037	8.00E-04
382	Basse-Terre	Foret_ombrophile	630500	1801300	0	1.00E-04	0	18.3026	0.9949	0	0.4784	0.6831	7.3025	21.4937	313.1678	2654.9722	23.1432	1.00E-04
383	Basse-Terre	Altimontain	631700	1801300	0	0	0	14.1262	0.9983	0	0	0.803	1.9198	17.303	485.0561	2761.2715	22.6148	0
384	Basse-Terre	Altimontain	632100	1801300	0	0	0	11.9553	0.9995	0	0	0.8561	0.6481	15.2566	525.1923	2761.4993	22.6284	0
385	Basse-Terre	Foret_ombrophile	635700	1801300	0.0052	0	0	24.2967	0.9897	0.038	2.2037	0.6942	8.7562	15.8242	367.3694	2476.0254	24.284	8.00E-04
